question1,question2,is_duplicate
花呗移动还款用什么扣除,花呗需要手动还款吗,0
借呗额度怎么提,为什么我借呗的额度降了这么多,0
申请借呗最快多长时间通过,开通借呗审核多长时间,1
蚂蚁借呗什么时候要还款,为什么借呗到了还款日期没有自动还款,0
花呗临时额度没有了可以申请账单分期吗,花呗查询临时额度,0
借呗系统进不去,我的蚂蚁借呗为何进不去,1
花呗借款算利息吗,蚂蚁花呗收取利息费吗,1
借呗到账后能提到余额宝里不,借呗还款是从余额还是余额宝,0
我最后问你一遍，你们支付宝借呗自己不能协商还款是吗,我了解的，不用转了。到时候我一起协商吧。花呗跟借呗是一个体系吗,0
口碑商家都支持花呗吗,花呗不支持口碑商店支付了怎么办,0
是什么时候评估借呗,借呗不定期评估啥时候,1
蚂蚁花呗可以免费提现额度,花呗有***的免费提现额度,1
零钱什么还不了花呗,怎么花呗不行那,0
我的蚂蚁借呗。能改还款日期吗,蚂蚁借呗能不能更改我的还款日期,1
为什么花呗给商户付款，会显示商家收款异常,商家花呗收款上限,0
还了花呗账单的最低额度后剩余的怎么还,花呗账单中显示的剩余账单的钱怎么还,0
借呗借了十二月 钱是到最后一次还还是月月还,借呗***个月，是每月还一部分还是***个月后一次性还款,1
花呗能设置手机验证码吗,花呗需要短信验证码么,0
昨天借呗忘还了怎么办,借呗还不进去，怎么办,0
付款的时候不能选择花呗分期。按钮是灰色的。不知道是不是系统原因,但是你看我付款的时候她就提示花呗分期不能使用，看到吗,0
退了***押金，怎么花呗还要还***,为什么交了ofo押金，退押金的时候有两笔，一笔是花呗***，还有一笔是余额***,0
蚂蚁借呗分期可以手动还款吗,已经选择一个月的借呗可以分期吗,0
已还花呗为什么还有提醒我未还款,拼多多商品未能成团 退款到蚂蚁花呗了 为什么还要我还款,0
花呗提前还款的话是先还这个月的发生额还是一样的分期的钱,花呗能不能单笔提前还款,0
借呗的钱转银行卡要多久到账,借呗放款到邮政银行卡多长时间,1
我的支付宝商家版开通了花呗付款为什么之前可以不能用,我已开通一个花呗蚂蚁商家还能申请支付宝商家吗,0
怎么查芝麻信用分,芝麻信用分怎么提升,0
花呗逾期了什么时候恢复正常,逾期后蚂蚁花呗怎么也用不了了,0
借呗支持放贷到农村信用社卡上吗,蚂蚁借呗能绑定农村信用社卡吗,0
花呗还清了怎么还显示没还清,花呗已经还款了为什么还要还,0
我余额超限了怎么还花呗,余额超限能自动代扣花呗吗,0
我想要一个借呗用,不想用借呗了怎样,0
现在借呗最长时间是不是调整了,以前借呗借钱不是可以分期***个月怎么现在才六个月,0
消费***为什么是用花呗***,为什么我用花呗,0
什么情况下才可以开通花呗,什么才可以便用花呗,0
点开花呗提示我登入以前的账号 账号忘记了怎么办,之前的花呗账号忘记了,0
花呗交易后分期有手续费吗,淘宝付款时花呗分期***期手续费多少,0
花呗临时额度现在怎样没有了,我的花呗额度，好久没有提升,0
为什么没有借呗信息,我怎什没有借呗，开不通,0
开通花呗但长时间未使用，会收取费用吗,只开通花呗，不使用要收费吗,1
在关闭了蚂蚁借呗之后，如何重新开启,蚂蚁借呗关了还能开通,1
借呗是每个月都还款吗,借呗分六期是不是每个月还规定的钱就行了,0
申请借呗提,今天申请借呗，下月还款吗,0
以前没有在淘宝上用过花呗,现在手机支付宝里没有花呗,0
花呗最高可以分期几笔订单,花呗多少钱以上可以分期付款,0
我的退款退回花呗了，怎么才能花,我提前返款了，现在我的东西我退款怎么他退到花呗里面，花呗不到我账户,0
我刚买钢化膜，用花呗的钱怎么还,我的手机号换了，花呗怎么用,0
我想开通帐号的信用卡与花呗收款,花呗和信用卡会影响收款吗,0
我的花呗刚还了款，怎么我还有***马上要还。还有我做了分期，怎么下个月要还完,把花呗还款的钱分期怎么操作,0
蚂蚁借呗审核未通过,蚂蚁借呗怎么重启,0
花呗 海外消费返现,花呗返现查看,0
余额宝转借呗有没有手续费,怎么从余额宝转到借呗还要扣手续费几十元吗,0
为什么开通了借呗用不了,为什么不能用蚂蚁借呗,0
我签约不了花呗的原因,为什么我的蚂蚁花呗开通不了,1
花呗自动还款顺序在哪里设置,花呗自动还款几点,0
花呗逾期了，什么时候还可以用,花呗逾期后什么时候还可以开通,0
借呗换了银行卡可以借款成功吗,蚂蚁借呗还款后可以继续借吗,0
花呗逾期了能分期还吗,花呗最低还款后次月还能分期吗,0
为啥网上贷比借呗贵,怎么将借呗改为网商贷,0
蚂蚁借呗可以更改还款期限吗,借呗还款以后多长时间可以借出来,0
蚂蚁借呗一个月借一次吗,借呗借一仟三个月还一千,0
一淘花呗分期,花呗分期退订,0
花呗不用扣利息,花呗开通了不用收费吗,0
为什么淘宝里有花呗支付宝里没有显示花呗,花呗里也没有,0
今天花呗系统升级嘛,我的花呗才能升级,0
花呗分期才可以用购物津贴什么意思,花呗和购物津贴,0
当我现在支付宝里的花呗也是欠款再还，都没额度消费，只是分期在还款,是的。 可以取消验证码么，我往借呗里还钱要验证码,0
取消订单花呗分期的手续费退吗,我花呗的手续费没有退,0
花呗还款号码怎么改,花呗还款时间可以改后吗,0
借呗什么情况下才会关闭,为什么帮我的借呗关闭了,0
用花呗支付抽奖,不是让客户用花呗付款,0
提示花呗不支持,不支持花呗,1
花呗分期还了几期可以一次性还清吗,花呗多少钱可以开始分期还款,0
问为什么我的支付宝里面没有花唄,为什么我的支付宝界面里没有花呗,1
花呗逾期差不多三个月，还了还能不能用,花呗逾期还款后能恢复使用吗,1
花呗里余额没有吖,蚂蚁花呗没有余额 其他的还可以解吗,0
我的蚂蚁借呗现在可以在分一下期吗,我的借呗怎么只可以分六期,0
花呗，每月什么还款,花呗自己还款还什么,0
为什么退款到花呗的钱在花呗里看不到,我的花呗分期商家已经退款了，为什么还扣第一期钱,0
借呗的分期只有***个月,借呗只有三个月六个月,1
花呗可用度是负的,花呗是负什么意思,1
借呗额度用完了，花呗额度还有吗,我的花呗额度还有吗,0
上个月花呗付款这个月还清 这个月为何还有上个月的付款金额,花呗买衣服，然后退款了，为什么还款的金额没有变,0
我用花呗买的东西，商家退款了钱到哪里去了,然后，现在有退款，退到花呗里面去了钱去哪里了,1
货款都退了，为何还要我还花呗,我的花呗为什么还有还款,0
借呗怎么不能借了,蚂蚁借呗借不出,1
为什么我的蚂蚁借呗开通不了,借呗什么时候可以放款,0
多少额度才能开通花呗,开通花呗额度有多少,0
我借呗逾期现在还了怎么还借不了,现在花呗借呗也一样吗,0
什么商铺可以用花呗,什么店铺可以使用花呗,1
如何解绑花呗的手机号,解绑花呗这些,0
有信用问题，但解除了什么时候可以用花呗,花呗逾期一次已还清，什么时候能用,0
花呗分期利息,花呗分期怎么免利息,0
我的借呗只能用***个月,蚂蚁借呗为什么最多只能借六个月,1
花呗返现没有到账,花呗泰国返现,0
花呗分期一次，还能分期吗,花呗可以多个账单分期吗,0
花呗明细电脑版在哪里看,怎么看花呗使用明细,0
我已经还款 怎么花呗上还让我还款,我感觉我花呗出错误了，已经还了，可是还让我还,1
想还花呗！但是只能用微信，怎么办,微信，能还花呗的款吗,0
我的淘宝店为何不支持花呗收款,我的商家收款里为什么不能开通花呗和信用卡支付,0
花呗还了，退款的钱多久退到余额,还款后退的货，退的款到花呗了,0
借呗我要提前还款的话还会有利息,我要开通借呗,0
企业用户是否可以开通花呗,我是原来个人店铺。有开通花呗的,0
用花呗付可等换货之后吗,花呗支付后还可以改分期吗,0
我的花呗怎么不能购物,为什么我的花呗不能使用了,0
我想咨询下 我的蚂蚁借呗明天就到还款日了 可我的工资五号才发,我蚂蚁借呗借了 ***暂时没钱偿还,0
借呗可以全部结清吗,可以打借呗的结清证明吗,0
芝麻借呗的额度最高是多少,借呗额度最高能升多少,0
花呗明细冻结了怎么解冻,花呗怎么被限制,0
信用卡花呗收款 需要pos机吗,蚂蚁花呗pos机,0
蚂蚁借呗逾期多久记录会删除,蚂蚁借呗能清楚记录吗,0
花呗还没有还清是不是就不能用借呗,花呗没有还款，借呗不能借款吗,1
花呗支付的,我在美团外卖点餐没有花呗这个支付方式了,0
我的花呗为什么在线下商店付不了款,我的花呗为什么扫码不能付款呀,1
花呗到还款期本人不操作的话是否自动还款,花呗自动还款细则,0
我的蚂蚁借呗怎么是***,农行卡怎么还不了蚂蚁借呗，是不是要开通什么,0
花呗分期还款条件是什么,花呗可以分期还吗,0
我借呗调少了，怎么调不回去,为什么突然借呗不能调整额度了,0
我的这个的花呗，不是到下个月九号还的吗，怎么有个人打电话给我说还现在还,我用花呗买的下个月***号的票 但是我花呗月九号还 如果***号的票没有抢到 那钱是退款到花呗里的吗,0
共享单车用花呗怎么退款,我这个是实付款怎么退款退到花呗了,0
借呗逾期多长时间影响信誉,我的借呗是今天***分还的影响我的信誉嘛？算不算逾期,0
花呗钱是免费的吗,花呗用一个月是免费的吗,1
为什么我的花呗不支持电费付款方式,怎么不能用花呗付款,0
我的花呗，***日到期了，就无法在开通了，什么原因，我说的是买家买我们宝贝,卖家开通花呗需要什么条件,0
花呗已还款金额和实际还款金额不一致,花呗和淘宝账单金额不一致,0
花呗付款后，分期还款可以免息吗,花呗明天到期，分期付款可以下个月还款吗,0
刚才我花呗扣了钱,花呗我没用也要钱,0
我的花呗还款重复怎么办,借呗***月重复还款了,0
借呗的钱怎么借,怎么重启蚂蚁借呗,0
这个月用花呗。下个月几号还,我现在用了花呗，是不是下个月***号前还就好,0
花呗周期是每月几号到下月几号,花呗几号算下下个月,1
可以使用花呗的,当面付无法使用花呗,0
淘宝商家支持花呗为什么买家用不了,淘宝购物怎么用不了支付宝和花呗,0
问什么我的借呗还款了无法恢复额度,我的借呗什么恢复,0
蚂蚁花呗什么时候提额,花呗啥时候能提额,1
蚂蚁借呗怎么还款 有利息吗,借呗提前还款怎么还,0
借呗要什么啦,借呗什么能有,0
我花呗莫名额度降了,为何我花呗的使用额度比授权额度高,0
之前的手机号丢了，换了个号码，花呗用不了了，怎么办,我这个花呗是以前号码绑的 现在换号码了怎么办,0
收钱码支持花呗和信用卡付款吗,商户收款支持花呗怎么弄呀,0
报名了一月花呗的境外返现活动,花呗境外返现活动什么时候知道,0
花呗最大能调整多少额度,花呗里的额度按多少来还,0
花呗额度多少咋变了,***信运度有多少花呗,0
开通了花呗和信用卡支付收款，怎么设置,账户不符合开通信用卡和花呗收款,0
发红包可以还花呗,请帮忙清除花呗红包,0
以确认收货的时间来计算花呗还款日对吗,长时间没有确认收货，花呗会自动确认收货吗,0
能帮我查一下我的借呗记录吗,借呗提现的交易记录怎么查,0
干嘛蚂蚁借呗借不了款,蚂蚁借呗怎么还了显示不出来,0
蚂蚁会员积分嘛，怎么这次没有送，每次消费买用花呗消费，它都有送积分，这次为什么没说,花呗有***积分为什么还是黄金会员,0
密付还花呗,密付怎么还蚂蚁借呗,0
蚂蚁借呗最高能涨多少,借呗最多分期多少笔,0
可以用支付宝余额和花呗一起付吗,花呗可以在国外使用吗,0
我花呗被冻结了怎么解开,我以前违约过花呗，为什么现在都开通不了,0
为什么借呗不可以分***个月了,蚂蚁借呗能分***个月么,0
y花呗里找不到退款，怎么办,退款回到花呗，怎么找不到,1
花呗还款，只要在最后还款日前还了就可以是么,花呗***日还款是指***日的***时之前都可以吗,1
退款到花呗没看到明细,没找到我的花呗还款曰,0
我的借呗不能用,不可以借呗嘛,1
花呗不支持冲花费,充值话费支持花呗支付吗,1
水电煤缴费可以用蚂蚁花呗吗,花呗不会缴电费嘛,0
为何蚂蚁借呗昨晚到现在还没放款,我的蚂蚁借呗老是在放款中,0
借呗用年龄限制吗,蚂蚁借呗需要年龄限制嘛,1
借呗用储蓄卡还款,借呗今天还款,0
我的花呗能不能让我开通了,我开通了花呗，送我***额度，用了以后要不要还款,0
花呗每天有限制消费的吗,我的花呗支付有限制吗,1
为什么我的借呗只能分六期还款,我的借呗怎么只有分两期,0
花呗有什么要求,开启花呗需要是什么条件,0
进去花呗为什么总是网络繁忙,蚂蚁花呗怎么网络繁忙,1
借呗还款监管,蚂蚁借呗还款日忘了,0
花呗的临时额度怎么没有了,怎么把花呗设置回原始设置！就是不设置每个月可用额度,0
蚂蚁借呗为什么，上面没有额度,我的借呗***额度没了什么时候能来,0
使用花呗人脸识别不了怎么办,花呗要人脸识别 识别不了怎么回事,0
我花呗，借呗无法使用了,为什么我现在无法使用花呗,0
我怎么查看花呗使用情况,你可以教我怎么查看花呗余额吗,0
我把花呗的钱，还款花了***元还款***元就没有利息，也没有应还的了，对吗,花呗用钱有利息吗,0
花呗买东西最多可以负多少额度,刚开通花呗的额度有多少,0
淘宝订单***块的东西，花呗分期为什么只能分期六百多的金额,为什么我的花呗只能用于淘宝,0
我可以换个支付宝使用花呗吗,我一直都在使用支付宝与花呗的,0
我知道没从我的银行卡扣钱，是从花呗扣的，但下月怎么还款,花呗还钱银行卡刮钱了但是花呗却没有显示已还钱,0
为什么我都支付宝没有蚂蚁借呗,蚂蚁借呗有额度这么借不出来,0
是不是我买了运费险就不能用花呗了,用花呗付款还有运费险吗,0
每个支付宝都可以开通花呗吗,我地能开通花呗吗,0
我的花呗额度大于我要买的商品额度，为什么不能分期付款？只能一次性付款,我的花呗***额度为什么不能分期买手机,1
花呗逾期了可不可以迟俩三天还,我想申请花呗延期还款可以吗,0
借呗能调低额度吗,借呗额度降低了呀,0
花呗被冻结，什么时候能用,花呗什么时候还可以远,0
余额宝转入不了该怎么还借呗,借呗还不了，余额宝转不进去钱,1
为什么还款了无法使用花呗,我的花呗已经还了，为什么不能用,1
如何取消用花呗支付滴滴出行的费用,花呗用于滴滴出行,0
花呗怎么申请，为什么我没有花呗,我经常使用支付宝，为什么不给我开花呗,0
我的花呗提额必须完善学历，我没上过大学我怎么填,花呗提额完善学历，显示的学校没有自己上过的怎么办,0
给我开蚂蚁借呗额度,为什么蚂蚁借呗申请提额就给我关闭了,0
怎样才能再开通借呗,蚂蚁借呗为什么我不能开通,0
开通花呗需要多久,本机的花呗还要停多久,0
借呗已经还了为什么还显示还钱,花呗已经还款，还显示有余额,0
蚂蚁借呗要还完才可以借吗,蚂蚁借呗还款还可以借吗,0
一张身份证两个支付宝账号可以都获得借呗额度,身份证可以开通几个借呗,1
帮我分解有什么样的区别花呗和借呗,除了借呗花呗！有别的吗,0
开通花呗，收款，显示就是已开通，那为什么还还是不可以不可以，就是花呗之后,我现在有营业执照的，为什么不能开通花呗收款,0
信用卡与花呗收款开通后不显示,用福彩代销证能开通花呗跟信用卡的收钱码吗,0
我想预留在花呗的手机号改一下,然后现在花呗和之前的预留手机号不一样了,0
***号用的花呗什么时候还款,我想知道这个月的花呗是什么时候的,1
可不可以申请一个借呗呀,蚂蚁借呗申请没过多久才可以再次申请,0
我是做手机通信行业的 可以开通花呗分期吗,可以用花呗给我付款的,0
蚂蚁借呗怎么可以加大,蚂蚁借呗怎么还账,0
我的花呗可以开通,请开通的花呗，谢谢,0
蚂蚁借呗以后还能能降利息吗,蚂蚁借呗一万块借六个月每个月还多少利息,0
借呗怎么设置自动还款,怎么还借呗公司的款,0
退回花呗，为啥还还这么多钱,为什么我每一个月要还花呗的钱,0
我的蚂蚁花呗号码怎么改,蚂蚁花呗怎么修改学历信息,0
换了手机，怎么借呗不能用了,换了绑定手机号，蚂蚁借呗什么时候能恢复,1
支付的时候是扣的花呗里面的钱。那退款了。钱退到花呗还是银行卡,我的花呗这个月的还清了我有一比退款退到支付宝了,0
开通了蚂蚁花呗不能用,如何才能开通花呗了,0
我花呗还款***怎么才算我***,花呗还款期一个月起止怎么算,0
借呗影响房贷不,网贷对开通蚂蚁借呗有影响吗,0
我刚还了花呗***为什么我花呗还要还,账单没那么多钱为什么花呗要还款那么多,0
借呗额度被降底,借呗额度会不会下降,0
能查下我有没有要还的花呗了,我的花呗全部还清了么,1
我的花呗逾期了怎么办现在没有钱,我花呗从来都没有逾期过，为什么一直都不涨,0
花呗临时额度点进去一片空白是什么意思,我得花呗为什么没有临时额度了,0
怎么操作花呗分期还款,蚂蚊花呗怎么还款,0
我怎么才可以使用花呗,花呗！可以去加油吗,0
为什么退款是退回花呗,为什么前几个月淘宝有退花呗给我,0
余额宝可以自动还花呗和借呗,花呗还款是不是扣余额宝,0
我***号用花呗付的ofo小黄车怎么没退款，退在哪里,花呗就是，用支付宝付了小黄车的押金，用蚂蚁花呗付的押金，然后要怎么退呀,0
点错了 能取消花呗分期么,取消花呗的分期,1
借呗约定还款可以提前还吗,借呗可以一次性还所以款项吗,0
付了款的订单，退款到了花呗,花呗还完了，退款退到了花呗怎么看不到,0
我借呗的号码没用了，怎么办,为什么我的借呗被封掉了,0
能否使用花呗密付,密付能还花呗么,0
添加银行卡我还是没有花呗,我换了几种付款方法花呗，银行卡都是点了没反应,0
花呗还款成功了怎么还让还款,怎么花呗让我还钱呀,1
花呗分期还款后 提前还款收取手续费吗,支付 宝花呗分期费用开取发票,0
花呗下单可以使用购物津贴吗,花呗购买淘宝商品可以使用购物津贴吗,1
当时我退款了，但它退到了***月账单上，额度上没有减去这笔账，仍然照片使用了这笔账，而我当时还花呗也还了这笔账的钱，但是这笔账的钱都没有退回给我,如果说退了押金，押金是退到花呗额度里面还是从还款账单里面减少***,0
手机号更换，蚂蚁借呗信用怎么换过来,借了借呗，想换绑定手机号码,0
花呗可以在实体店里用,花呗实体店消息限额度,0
我的二维码没什么不能花呗收款,花呗为什么不可以收款,0
余额还借呗上线,蚂蚁借呗还款超额度,0
我有一比***的钱没回到花呗吗,这一个月的花呗，我要到下一个月***,0
借呗借***元每天多少的利息,借呗借***分***期一共要还多少带上手续费利息,0
我以前一直没开通花呗，看的额度低我就没开,提升花呗额度,0
花呗积分兑换的吃的，我怎么找不到了？也不知道邮到哪里,花呗积分兑换券在哪找,0
我花呗怎么 用 不 了,你能告诉我为什么我付了款，却给我退回来，改用花呗吗,0
蚂蚁借呗逾期怎么清除,蚂蚁借呗记录能删除么,0
怎样能提前把花呗的分期还清楚一次性还可以,淘宝花呗分期玩以后是不是不能提前还款了,0
为什么会有花呗还款,花呗退款后为何还要还款,0
为什么我花呗还款都还了还给我降低额度,为什么花呗会重复还款,0
退款的钱退回花呗。我怎么查,我的退款没有退回到花呗,0
现在我要交电费怎么不能用花呗了,为什么这个月不能用蚂蚁花呗支付电费了,1
花呗什么时候算延期还款,花呗最低还款时间,0
系统把我的借呗关闭了吗,我的借呗这么关啦,0
为啥我的借呗给我关了,借呗怎么给取消了,1
花呗逾期影不影响,花呗逾期产生的信用不良影响是影响什么,0
是不是上次说让我邀请开通花呗核信用卡收款给我有了影响,可我没有开通花呗这个功能,0
我有两个支付宝账号 只能开一个花呗,另一个支付宝账号开通了花呗，但是现在不用账号了，现在想开通目前用的账号的花呗，可以吗,0
花呗分期后，提前还款还要手续费么,前提还花呗，为啥多扣一期手续费,0
借呗还款了多久恢复,好久才能恢复我的借呗额度,0
网商贷关了是不是就有借呗了,这网商贷都不会用,0
为什么我借呗不给我开，花呗升的慢,我的蚂蚁花呗怎么开通不了，还有蚂蚁借呗,0
花呗分期每月只能用一次吗,每月限定能用花呗多少,0
花呗还清了吗,我记得我已经还清花呗了,0
我想买手机，怎么用花呗分期,花呗账单分期怎么提前结清,0
花呗付款收钱码,收钱码收花呗额度限制,0
我没用过花呗,我没有用过花呗,1
显示退款成功，但花呗里为什么还有这比消费,花呗明明退款为什么还款额还高了,0
花呗分期是先扣除总额度在每月还款吗,花呗分期是按花呗还款日还款吗,0
花呗好久能用,用的是蚂蚁花呗,0
蚂蚁借呗审核未通过是什么原因,蚂蚁借呗审核失败有什么提示,0
花呗自动还钱会影响额度信誉吗,花呗还款逾期两天有影响吗,0
为什么花呗人脸识别无法通过,花呗人脸识别可否用照片,0
为什么我的花呗没办法用了,我为什么不能使用蚂蚁花呗,1
网商贷怎么切换花呗,怎么切换绑定花呗的帐号,0
用花呗买的火车票，然后去窗口退票了，退款一直没有收到,在飞猪上用花呗买的火车票，已经退票了为什么还让我还花呗,0
花呗可有使用，已经绑定银行卡，为什么每次打开还是显示绑定银行卡,为什么花呗已经绑定银行卡了还是不能用,0
什么时候可以花呗收钱,花呗什么时候可以解封 有具体日期吗,0
借呗多少评分可以开通,开通借呗究竟需要多少信用分,1
我的淘宝有花呗 为什么支付宝没有,为什么花呗显示有一个账户，我都没有账号,0
借呗不是自动还款么,如何更改借呗自动还款,0
蚂蚁借呗自动扣款是支付宝绑定的银行卡吗,蚂蚁借呗是不是余额宝有钱了，他会自动还款,0
花呗不可以用微信付款吗,花呗的钱怎么在微信用,0
借呗可以选择几期还,借呗什么情况可以短期借款,0
怎样用借呗借钱,连续使用借呗,0
花呗能缴费么,为什么不能用花呗交暖气费,0
***月***号用的花呗，是否可以到下个月***月***号还,说我用花呗，下个月***号到***号还,0
花呗为何不能分期,为什么我不能花呗账单分期还,1
我的花呗为什么还这么多钱,怎么花呗欠这么多钱,1
没花呗的签约,为什么我的花呗不通过,0
我今天刚还了花呗 怎么没看到额度恢复,怎么跑出个花呗了我有钱我还用这个，没在意看,0
借呗借的时间只有***个月,以前借呗可以借***个月的,1
花呗超额使用有手续费吗,什么是花呗手续费,0
去超市买东西花呗可以用吗,花呗只能在天猫超市用吗,0
我前天用花呗交的手机话费为什么现在还没到账,我用花呗充的话费怎么有***没到账,1
花呗退款是不是要等到商家确认收获才会退款,花呗没有确认收货退款了,0
花呗分期结束,花呗分期怎样还款,0
我是借呗分期还款额度，现在想提前还了，额度会恢复到原始额度吗,花呗分期了，下月还有额度吗,0
这个和花呗是一起的,花呗能和自己的钱一起使用吗,0
蚂蚁花呗交易记录查询,为什么查询不到花呗交易记录,0
信用卡与花呗收款以开通怎么使用,我有信用卡怎么绑花呗,0
我现在为啥不能关闭花呗,"我这个月收货后再还钱,然后再关闭花呗",0
花呗还清后可以关闭吗,我不需要花呗开通帮我关掉可以吗,0
花呗一次还清为什么不提升额度,花呗为什么不涨额,0
刷脸不成功就开通不了花呗吗,都达到要求为什么开通不了花呗,0
我已经退款了为什么花呗的账单中显示还有,为什么花呗还了还有,0
淘宝可以用花呗为什么支付宝上面显示我花呗没,淘宝购物花呗都可以用吗,0
我借呗怎么没用了,为什么我用不得蚂蚁借呗,1
我的这个帐号可以开通花呗么,这个帐号可以开通花呗吗,1
蚂蚁花呗如何一次性还两期,如何一次还清花呗账单,0
借呗放款几个工作日,借呗借的放款卡丢了,0
换手机后借呗额度怎么没有了,我为什么没有了借呗额度,0
我的蚂蚁借呗是万***,蚂蚁借呗还款额,0
怎么提升蚂蚁借呗分数,蚂蚁借呗提升信用额度吗,0
为什么我花呗又少钱了,也就是说我买的当时就出钱了？为什么花呗又扣除我的钱,0
新的账户开通花呗显示这个,刚开始开通花呗是多少钱,0
花呗还一部分可以吗,花呗不还，可以么,0
还是借呗的还款日，然后我把钱存在放在余额宝里面，怎么到现在还没有扣款,还借呗余额宝没钱咋还款,0
我花被还有借呗的钱，都已经还清，为什么这边的还不可以借钱,为什么还是不能用借呗,0
花呗需要什么证件吗,花呗需要拍身份证照,0
花呗可以延期还吗,花呗还款能延期***个星期吗,1
花呗逾期费用,花呗逾期利息是多少,1
花呗后面尽情花呗是什么,显示尽情花呗是什么意思,1
我开通信用卡花呗收款了吗,已经开通花呗收款但是没法用,0
我花呗怎么现在不能用,天猫超市为什么我用不了花呗,0
蚂蚁借呗，我下个月一次性还成功，可以,借呗，我可以等到六个月的时候了在还吗,0
花呗在芝麻信用里的负面纪录怎么处理,我借呗已经还了，为什么芝麻分负面还在让我处理,0
花呗还款发送验证码的号码是支付宝号码还是银行卡的号码,支付宝花呗是以前的号码,0
余额有钱花呗可以自动扣除吗,每个月还蚂蚁花呗可以不自动从余额宝里面扣吗,0
退款到花呗钱怎么取出来,之前有一个淘宝店铺退款到花呗，如何取出,1
我的花呗跟支付宝怎么老是提示账号存在风险,为什么我的淘宝里面登陆花呗提示支付宝有安全隐患,1
用花呗支付是有利息的吗,花呗能用歪歪支付,0
花呗扫码付款为什么只能付***,为什么付了***的花呗，对方只收到***,0
怎么把以前支付宝的花呗换到同一个人的另一个支付宝上,支付宝怎么变成花呗付款,0
我花呗还是找不到了,我的里面只有蚂蚁会员，找不到花呗,0
我的花呗红包怎么没有抵用掉,花呗没有钱了怎么还可以用,0
花呗钥匙怎么玩,花呗分期怎么才能用,0
花呗金额不足如何临时提额,花呗的临时额度怎么领,0
借呗功能可以正常使用,没有银行卡 花呗可以正常使用吗,0
为什么花呗显示已转移到移动客户端,花呗显示让我换客户端登录,0
蚂蚁借呗可以延迟吗,蚂蚁借呗推迟,1
余额宝如何设置自动还花呗的钱,花呗，怎么设置用余额宝自动还款,1
借呗手动还款完系统会提示吗,借呗的手动还款在哪里设置,0
花呗分期还款如何提前一次还清,花呗分期的商品是否可以提前还款,0
借呗咋样提升额度的,借呗提额页面,0
花呗还不了钱,我把花呗分期的都还了,0
花呗昨天花得钱，到什么时候还款,这个***号用花呗什么时候还,1
花呗还款账单怎么查看,怎么查看花呗应还总额,0
我之前的支付宝不用了 怎么才能重新开通花呗,另一个支付宝开了花呗怎么关,0
怎么恢复借呗分期时间为***期,借呗不能分期***期了,1
蚂蚁借呗我可以最高额度是多少,蚂蚁借呗怎么查借多少次,0
花呗会自动在余额宝扣款嘛,钱放在余额宝，借呗还款日会不会自动扣费,0
别人能不能用我的花呗,网吧上网能用花呗吗,0
抽花呗红包,新人花呗红包怎么没有,0
花呗在淘宝购物以后退款钱还了账单，退款退回后钱去哪了,花呗账单以出 但是又有一笔退款 但是花呗账单却没有变？钱去哪了,0
怎么操作提前给花呗,提前一次性还花呗,1
借呗到期可以申请延期一两天还款吗,借呗到期无法还款能否申请分期,0
花呗***号没有还款，***号可以自动扣款吗,花呗自动扣款可以从余利宝直接扣款吗,0
我刚在淘宝买的东西用的是花呗付的款，为什么我没有收到短信通知么,我花呗付款，但卖家没收到款,0
开通蚂蚁借呗条件,o能开通借呗吗,0
我之前在花呗借了三百的，但现在号码我不记得了,有花呗帐号，但不记得怎么登录了,0
花呗分期提前如何付款,电脑如何花呗分期,0
就昨天才不可以用花呗,花呗可以到商店可以用不,0
借呗借完后可以申请提额吗,怎么申请借呗,0
花呗提前分期还款可以提额度吗,花呗可以分期可以提前还吗,0
借呗借款怎么点不到确定,借呗怎么借不不了,0
为啥我没有花呗临时额度,蚂蚁花呗临时额度用超了会怎么样,0
是借呗客服是吗,借呗借了***次就不能再借了吗,0
蚂蚁借呗还款日一样吗,蚂蚁借呗还款日怎么变更,0
新缴纳的***元是从我银行卡里扣的，但是我已经支付过***元了，***元花呗，***元是银行卡里的,支付宝付款循序银行卡优先支付余额够，但扣的花呗,0
我不想用你们的蚂蚁花呗,我不想使用花呗怎么办,1
花呗可用余额用完了超额是多少,我的花呗余额多少钱,0
可以代替花呗还款吗,花呗还款晚一天两天可以吗,0
淘宝退款后，花呗还款额没减反而多了,可是要还的花呗没减去退还的金额,0
蚂蚁借呗还没到一个月怎么就提前还款,怎么提前还借呗的，分期款,0
花呗怎么还款，和怎样关闭,我想关掉花呗，自动还款,0
花呗里面余额不足怎么还付款成功,花呗有设置银行卡余额不足自动付款的吗,0
问我现在有比订单没有支付，要是用花呗分期***分***期。是不是就会冻结***元花呗的额度,我用花呗支付，然后分期、这个是怎么算,0
怎么我的借呗半年了还没提过额度,什么时候借呗可以提额度,1
我开通了支付宝花呗信用卡收款为什么不能用,为什么花呗收钱收不到,0
花呗退款显示成功，但还款额怎么不变,花呗退款成功后本月消费怎么不变的,1
花呗还款计入总消费吗,花呗还款我总共消费***块，可我还款的时候是***块,0
如何开通花吧,如何开启花呗,1
我怎么在淘宝上使用花呗,如何用花呗进行淘宝,1
我双十一买的手机选择花呗分期，可以一次结清免手续费吗,兑换了***个月的花呗免息券，怎么还要支付手续费,0
你问花呗钱还完了，什么时候可解除冻结,怎么解除冻结的花呗,0
